,date,tweet,cleaned_tweet
196,2021-10-01 16:29:16,🚨URGENT🚨BITCOIN IS SHOWING SIGNALS OF MEGA PUMP!!!!    https://t.co/ktffNCZkKl  #Stocks #stockguru #tesla #nio #Palantir #dogecoin #UBER #nasdaq #pfe #mtch #dis #StocksToBuy #StocksToWatch $tsla $nio $crsp #ETHEREUM #BITCOIN $ETH $BTC $doge  https://t.co/NSnVSE6qFR,🚨URGENT🚨BITCOIN IS SHOWING SIGNALS OF MEGA PUMP!!!!    $tsla $nio $crsp   $ETH $BTC $doge  
197,2021-10-01 16:29:09,Who's psyched for Q4!?🔥  $BTC #BTC #Bitcoin  $XVG #XVG #VergeFam,Who's psyched for Q4!?🔥  $BTC    $XVG  
199,2021-10-01 16:28:45,"#BTC #GANN   Keeping this Simple!  Its time to move, price &amp; time are Squared!  ~ 2017 ATH $19891 ~    ~ 198 Weeks later, she's moving! ~ 😉  https://t.co/nEoD9zj69j","    Keeping this Simple!  Its time to move, price &amp; time are Squared!  ~ 2017 ATH $19891 ~    ~ 198 Weeks later, she's moving! ~ 😉  "
201,2021-10-01 16:27:09,"📈Bitcoin ready to take off this time?!  ""..Based on this combination, can Bitcoin rockets gain momentum again? Probably."" by @satoshicode   Check👇  https://t.co/LlCTS5y02m","📈Bitcoin ready to take off this time?!  ""..Based on this combination, can Bitcoin rockets gain momentum again? Probably."" by    Check👇  "
202,2021-10-01 16:27:03,"Ayear ago I did my biggest single purchase of bitcoin @ average 10,503. It's now 44,783.  325% per annum  or  4X  Thank you @100trillionUSD @LynAldenContact @RaoulGMI @krakenfx for getting me here","Ayear ago I did my biggest single purchase of bitcoin @ average 10,503. It's now 44,783.  325% per annum  or  4X  Thank you     for getting me here"
203,2021-10-01 16:26:15,The latest #BTC Monthly Close above ~$43500 wasn't the very best close BTC could've possibly made  But it is the close that confirms that #Bitcoin is still respecting historical mid-cycle price tendencies  A mid-cycle precedes the second half of the cycle   https://t.co/O7IIegh4ZK,The latest  Monthly Close above ~$43500 wasn't the very best close BTC could've possibly made  But it is the close that confirms that  is still respecting historical mid-cycle price tendencies  A mid-cycle precedes the second half of the cycle   
207,2021-10-01 16:25:42,If this is how hard BTC goes up when the SPX is down imagine how hard we pump when the SPX is up,If this is how hard BTC goes up when the SPX is down imagine how hard we pump when the SPX is up
208,2021-10-01 16:25:40,#Bitcoin $44999, $44999
217,2021-10-01 16:23:26,A lot of people are not happy with #Bitcoin going up.  They were expecting a breakdown.  That’s the sentiment we need.  https://t.co/9ln110IWzs,A lot of people are not happy with  going up.  They were expecting a breakdown.  That’s the sentiment we need.  
220,2021-10-01 16:23:06,"10% of @0xPolygon ecosystem is shown on picture below, and remember, that was almost a year ago!    https://t.co/qtnEgHlzF9  $BTC $ETH $MATIC  https://t.co/7gTudn91LN","10% of  ecosystem is shown on picture below, and remember, that was almost a year ago!    $BTC $ETH $MATIC  "
222,2021-10-01 16:22:59,Bitcoin is BREAKING OUT!!!   This is my new trade:  https://t.co/1gVdMxupOE,Bitcoin is BREAKING OUT!!!   This is my new trade:  
223,2021-10-01 16:22:47,"🍀FRIDAY-GIVEAWAY🍀   $100 || #bnb               Just:  - RT 🔁   -Follow  Ends 24 hours, Good luck 🍀  #BinanceSmartChain    #BNB      #Solana    #Ethereum #dogecoin #Giveaway #BSCGems #BTC     #prize #GiveawayAlert #Airdrop #BSCGem #BSCGems #Binance     #BTCUSDT","🍀FRIDAY-GIVEAWAY🍀   $100 ||                Just:  - RT 🔁   -Follow  Ends 24 hours, Good luck 🍀                                   "
224,2021-10-01 16:22:42,"Daily review. October 1  ▪️ Total GMT issuance:       171 933 445 (ERC 20)       10 000 000   (BEP 20)  ▪️ 1 GMT price - 0,395677 $  ▪️ 1 GMT supply capacity - 0,001429  TH/s  ▪️ Daily pay out for 1 000 GMT: 632 Satoshi / 0.00000632 BTC   #gmt #gomining #token #bitcoin  https://t.co/XHGPuwTAI0","Daily review. October 1  ▪️ Total GMT issuance:       171 933 445 (ERC 20)       10 000 000   (BEP 20)  ▪️ 1 GMT price - 0,395677 $  ▪️ 1 GMT supply capacity - 0,001429  TH/s  ▪️ Daily pay out for 1 000 GMT: 632 Satoshi / 0.00000632 BTC        "
225,2021-10-01 16:22:11,Uptober starting to get warmed up! #bitcoin,Uptober starting to get warmed up! 
226,2021-10-01 16:21:43,#Bitcoin is freedom  https://t.co/qBWP4oidP1, is freedom  
228,2021-10-01 16:21:37,So that China ban has just disappeared mysteriously and everything is now back to normal? Sounds about right..  $MTV about to get sent 🚀   #NFT marketplace coming very soon that will rival @opensea. Less then 0.000001 cent per transaction   #NFTs #Ethereum #BTC #cryptotwitter,So that China ban has just disappeared mysteriously and everything is now back to normal? Sounds about right..  $MTV about to get sent 🚀    marketplace coming very soon that will rival . Less then 0.000001 cent per transaction      
232,2021-10-01 16:21:18,"#BTC has shown strength for well over a week. Macro risk off, rising dollar, FUD, liquidations flushing out leverage, multiple retests of 40.7k, and #BTC still managed to hold support.  Now open interest is starting to increase, after consolidating for a while around $8.5B.  https://t.co/AzmW3Rkyee"," has shown strength for well over a week. Macro risk off, rising dollar, FUD, liquidations flushing out leverage, multiple retests of 40.7k, and  still managed to hold support.  Now open interest is starting to increase, after consolidating for a while around $8.5B.  "
234,2021-10-01 16:20:37,@CasinoCoin (CSC) has been relisted on @StexExchangeR This is a centralized avenue of trading and especially important for other tokens on the XRPL   STEX offers CSC/USDT and CSC/BTC pairings  #CSCNation #OnlineCasino  #GetCasinoCoin #Casino $CSC #CSC #CasinoCoin  https://t.co/RlEQOHrUR0, (CSC) has been relisted on  This is a centralized avenue of trading and especially important for other tokens on the XRPL   STEX offers CSC/USDT and CSC/BTC pairings       $CSC    
235,2021-10-01 16:20:29,#bitcoin #ew update $BTCUSD 30min and 15min charted on #bitfinex   30min zoomed out  15min current pa   https://t.co/l1dPFvYi5P  https://t.co/LWUbM52KzB,  update $BTCUSD 30min and 15min charted on    30min zoomed out  15min current pa   ://
236,2021-10-01 16:20:02,What if #BTC is now forming an Ascending Triangle?  $BTC #Crypto #Bitcoin  https://t.co/AmclTLcP4f,What if  is now forming an Ascending Triangle?  $BTC    
243,2021-10-01 16:19:07,"For the last 7 days, I'm almost top 100. @dydxprotocol   Only made $13000 this week  https://t.co/Bie106IqYG","For the last 7 days, I'm almost top 100.    Only made $13000 this week  "
247,2021-10-01 16:18:49,"still many liquidations too the south, thanks @kingfisher_btc for this wonderful tool #Bitcoin #Crypto #LeverageRedemption  https://t.co/5oRbEOScqi","still many liquidations too the south, thanks  for this wonderful tool     "
248,2021-10-01 16:18:45,All of my largest holdings are in the green and I bought the dips on all of them. 🔥📈  https://t.co/KVdRHGvGBH,All of my largest holdings are in the green and I bought the dips on all of them. 🔥📈  
250,2021-10-01 16:18:22,So pump for October month 🚀🚀🚀🚀🚀🚀🚀🚀🚀 I $tel you 🔥  #Telcoin #TelXchange #SMSnetwork #Rivendell #Payyourself #Crypto #Bitcoin #Ethereum,So pump for October month 🚀🚀🚀🚀🚀🚀🚀🚀🚀 I $tel you 🔥         
251,2021-10-01 16:18:20,$BTC - Closed,$BTC - Closed
254,2021-10-01 16:18:03,Bitcoin shoots above $44K as the dollar strength index (DXY) hits resistance.  https://t.co/yIDQ4WMIbp  https://t.co/OfAxcPIU7H,Bitcoin shoots above $44K as the dollar strength index (DXY) hits resistance.  ://
255,2021-10-01 16:18:00,#Bitcoin  https://t.co/KUEG6pDa40,  
257,2021-10-01 16:17:46,#welcometoChaos #hcpp21 @InstituteCrypto   Cypherpunks of the World installation limited edition screen prints by @CypherpunkNow in the @Paralelni_polis corridor.  https://t.co/cjpUpmOHlC,     Cypherpunks of the World installation limited edition screen prints by  in the  corridor.  
258,2021-10-01 16:17:45,#Bitcoin   Range high✅ Key level here👀  https://t.co/cDjZRDXZii,   Range high✅ Key level here👀  
261,2021-10-01 16:17:30,"Happy new month guys 😘 Trade your Bitcoin, Giftcards, Virtual currency exchange, Paypal, Payoneer etc with us for 💯 legit and Fast payment.We’re Online 24/7   https://t.co/0jO38Hi2jo  #EndSARS #NigeriaAt61 #October1st  https://t.co/IQaOg84a3R","Happy new month guys 😘 Trade your Bitcoin, Giftcards, Virtual currency exchange, Paypal, Payoneer etc with us for 💯 legit and Fast payment.We’re Online 24/7   ://"
262,2021-10-01 16:17:23,Had a few calls this week with @ThinkingBitmex where he kept saying that correlation traders were gonna get wiped.  Decided to give the theory a shot.🙏  #BTC,Had a few calls this week with  where he kept saying that correlation traders were gonna get wiped.  Decided to give the theory a shot.🙏  
263,2021-10-01 16:17:08,"The series of Lower Highs is over  The fantastic #BTC Daily Close above the blue level means that Bitcoin has confirmed a breakout  In fact, today Bitcoin has already turned the blue level into support with a successful retest  $BTC #Crypto #Bitcoin  https://t.co/UhaR41x5ZV","The series of Lower Highs is over  The fantastic  Daily Close above the blue level means that Bitcoin has confirmed a breakout  In fact, today Bitcoin has already turned the blue level into support with a successful retest  $BTC    "
264,2021-10-01 16:16:44,#BITCOIN 45K 🚀🚀  Free Telegram Channel se Profit book kiya? 😛, 45K 🚀🚀  Free Telegram Channel se Profit book kiya? 😛
265,2021-10-01 16:16:42,#Bitcoin 🚀🚀🚀  https://t.co/Y42yVtwOZx, 🚀🚀🚀  
269,2021-10-01 16:16:29,#BTC September 2021 closure is similar to September 2017  Ready for +50% in October 🔥  https://t.co/8MnE8ZbXm9, September 2021 closure is similar to September 2017  Ready for +50% in October 🔥  
270,2021-10-01 16:16:28,Look at $BTC much wow!   Watch them blockchain tickers today,Look at $BTC much wow!   Watch them blockchain tickers today
271,2021-10-01 16:16:25,Open the door to Q4  Enjoy the ride CoinsKid crew it will be a bumpy one. Hopefully we can find some gems moving forward. I have a low cap gem I'll be posting later that could explode!!   #btc #crypto,Open the door to Q4  Enjoy the ride CoinsKid crew it will be a bumpy one. Hopefully we can find some gems moving forward. I have a low cap gem I'll be posting later that could explode!!    
272,2021-10-01 16:16:18,✅ Bitcoin broke through the descending resistance!  https://t.co/2ciUDkgMr4,✅ Bitcoin broke through the descending resistance!  
276,2021-10-01 16:15:35,#bitcoin at $45k: ✅  Fasten your seat belts. The rocket is heating the engines.🚀, at $45k: ✅  Fasten your seat belts. The rocket is heating the engines.🚀
277,2021-10-01 16:15:30,Love when everybody wakes up to btc being on a fat run lol… then they start fomoing😆🤣,Love when everybody wakes up to btc being on a fat run lol… then they start fomoing😆🤣
278,2021-10-01 16:15:09,$BTC OBV 1D close to resistance I would like to see a nice breakout of the OBV to make sure I go up to 47 .... we will see .... 45k key level and resistance  https://t.co/Of9gdtRjpl,$BTC OBV 1D close to resistance I would like to see a nice breakout of the OBV to make sure I go up to 47 ://
280,2021-10-01 16:15:06,"So close to $45k #BTC 👀 Once we have a confirmed breakout, it'll be smooth sailing up to ~$48k.  https://t.co/nD8EPz6m2i","So close to $45k  👀 Once we have a confirmed breakout, it'll be smooth sailing up to ~$48k.  "
281,2021-10-01 16:15:03,Bitcoin shoots above $44K as the dollar strength index (DXY) hits resistance.  https://t.co/YzOz8ocg4L,Bitcoin shoots above $44K as the dollar strength index (DXY) hits resistance.  
282,2021-10-01 16:15:01,"As of TODAY, we are accepting crypto payments 🪙🔥  A huge step for us as an agency and for our clients 🙌 Find our more: #crypto #bitcoin  https://t.co/FmP6H9hzcF","As of TODAY, we are accepting crypto payments 🪙🔥  A huge step for us as an agency and for our clients 🙌 Find our more:    "
283,2021-10-01 16:14:46,If 'B' Wave at 39K We Can See 0.886% Fib Again $BTC #BTC  But I think 'B' Wave at 37-38K,If 'B' Wave at 39K We Can See 0.886% Fib Again $BTC   But I think 'B' Wave at 37-38K
285,2021-10-01 16:14:42,FYI- This is what the future of payments looks like 😍  #bscgem #altcoin #bsc #finance #money #bnb #binance #BNBPAY #bscgems #1000x #100x $BNB $BPAY $BUSD $USDT $BTC $ETH #reflections #passiveincome #bsc #alts #hodl #hodlers  @cmclistings  @CoinMarketCap @coingecko  https://t.co/JAKJy2whnh,FYI- This is what the future of payments looks like 😍             $BNB $BPAY $BUSD $USDT $BTC $ETH             
286,2021-10-01 16:14:32,Me watching everything turn green. #BTC lead the way for ALTS.  https://t.co/kP9tDqybtY,Me watching everything turn green.  lead the way for ALTS.  
289,2021-10-01 16:14:21,The #BTC retest was successful  Breakout confirmed  Trade the new Bitcoin uptrend on Phemex:   https://t.co/gQ5RumFjLa  $BTC #Crypto #Bitcoin  https://t.co/HL0oyrd0Is,The  retest was successful  Breakout confirmed  Trade the new Bitcoin uptrend on Phemex:   $BTC    
290,2021-10-01 16:14:16,"🚨 🚨  500 #BTC (22,357,456 USD) transferred from unknown wallet to #Binance   https://t.co/UTgnmNav8c","🚨 🚨  500  (22,357,456 USD) transferred from unknown wallet to    "
292,2021-10-01 16:13:31,"If there is a daily close today above $44.4k and tomorrow the daily bar stays above $44.4k, it means that the Bulls have successfully defended.  #Bitcoin","If there is a daily close today above $44.4k and tomorrow the daily bar stays above $44.4k, it means that the Bulls have successfully defended.  "
295,2021-10-01 16:13:01,LFG $BTC 🔥  First big horizontal test at ~$44.8k now. Need to see more of these Uptober vibes!  https://t.co/7KdQsM8Rna,LFG $BTC 🔥  First big horizontal test at ~$44.8k now. Need to see more of these Uptober vibes!  
296,2021-10-01 16:12:52,That would be nice at point-of-sale. The cash register displays a QR-code encoding a bitcoin address and amount on a screen and you photo it with your mobile.,That would be nice at point-of-sale. The cash register displays a QR-code encoding a bitcoin address and amount on a screen and you photo it with your mobile.
